transaction_id,customer_id,product_id,Date,Quantity,Unit_Price,Total_Cost,Discount_Rate,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Item_Returned,Return_Reason
468,466,466,2020-01-02,8,0.0,0.0,0.0,High,WH-2,Express,Cancelled,True,Late
469,467,467,2020-01-03,1,357.2951710622856,1681.2854935932685,0.05,Critical,WH-3,Regular,Delivered,True,Not Specified
470,468,468,2020-01-01,3,370.9022618840484,7077.365908466934,0.1,Medium,WH-2,Express,Cancelled,False,Wrong Item
471,469,469,2020-01-06,7,0.0,5640.581336349025,0.15,Critical,WH-1,Overnight,Cancelled,False,Late
472,470,470,2020-01-07,6,82.17849169669547,1638.9653879907648,0.1,High,WH-3,Overnight,Backorder,True,Late
473,471,471,2020-01-02,9,47.7161179966283,6248.3504261351145,0.1,High,WH-2,Regular,Cancelled,True,Not Specified
474,472,472,2020-01-08,8,131.70796828417167,500.291829031133,0.2,Critical,WH-1,Express,Cancelled,True,Late
475,473,473,2020-01-03,6,432.6938308630977,8771.540326845674,0.0,Critical,WH-3,2-Day,Backorder,True,Not Specified
476,474,474,2020-01-08,3,150.83070226813408,3169.972626585447,0.0,Medium,WH-2,Express,Delivered,False,Late
477,475,475,2020-01-08,3,402.0017060642039,2505.6964543013555,0.05,High,WH-3,Regular,Pending,False,Not Specified
478,476,476,2020-01-09,3,35.47478246907667,3870.902627660045,0.15,Low,WH-2,Regular,Delivered,True,Damaged
479,477,477,2020-01-07,8,0.0,8128.612874500045,0.15,Low,WH-2,2-Day,Pending,False,Wrong Item
480,478,478,2020-01-08,8,459.5680631346752,3080.5152221065114,0.1,Medium,WH-1,Express,Delivered,False,Late
481,479,479,2020-01-04,5,15.59481189249608,5723.75134637395,0.0,High,WH-3,Express,Backorder,False,Damaged
482,480,480,2020-01-07,9,222.45556838998104,764.5962878002068,0.0,Low,WH-2,Regular,Cancelled,False,Wrong Item
483,481,481,2020-01-03,2,12.603603077489511,882.7124283909855,0.0,High,WH-3,Express,Delivered,True,Wrong Item
484,482,482,2020-01-03,2,373.7040617275527,1755.7067486617816,0.2,High,WH-3,Regular,Delivered,True,Not Specified
485,483,483,2020-01-07,3,59.47927234070293,6170.97962242514,0.2,Low,WH-1,Regular,Cancelled,False,Late
486,484,484,2020-01-09,7,113.5035974217362,6296.025259344229,0.1,Critical,WH-2,2-Day,Cancelled,False,Wrong Item
487,485,485,2020-01-08,5,191.0913577191189,8372.202608123749,0.0,Critical,WH-3,Overnight,Backorder,False,Damaged
488,486,486,2020-01-03,2,40.71791459471427,9714.301990779311,0.15,Medium,WH-2,Regular,Delivered,True,Not Specified
489,487,487,2020-01-04,1,130.83578113923207,2046.514397459179,0.2,Medium,WH-1,Regular,Delivered,False,Wrong Item
490,488,488,2020-01-08,2,55.11282318041296,2498.02628471504,0.2,Medium,WH-2,Regular,Pending,False,Wrong Item
491,489,489,2020-01-01,7,165.61752967794718,3147.1090995928457,0.0,Critical,WH-2,Express,Backorder,True,unkown
492,490,490,2020-01-08,6,387.8501797674245,6935.661676668798,0.1,Low,WH-3,Overnight,Cancelled,True,unkown
493,491,491,2020-01-07,4,301.614520703784,0.0,0.15,Medium,WH-2,Overnight,Cancelled,True,Not Specified
494,492,492,2020-01-04,3,0.0,5137.687915452733,0.15,Low,WH-1,2-Day,Backorder,False,Late
495,493,493,2020-01-06,8,255.2957498658067,2061.852526249348,0.2,Low,WH-3,Overnight,Delivered,True,Late
496,494,494,2020-01-06,5,463.8350935315732,3832.781538682648,0.15,Medium,WH-3,2-Day,Backorder,True,unkown
497,495,495,2020-01-02,6,294.2435289880328,3871.527993122264,0.05,Medium,WH-1,Express,Pending,True,Wrong Item
498,496,496,2020-01-01,5,336.5288526533212,5118.239609541779,0.05,Critical,WH-2,2-Day,Backorder,False,Wrong Item
499,497,497,2020-01-03,6,490.77714001352433,2138.97683099044,0.1,Low,WH-1,Overnight,Pending,False,Wrong Item
500,498,498,2020-01-08,8,442.02839980331896,8218.50129991963,0.0,Low,WH-2,2-Day,Pending,False,Damaged
501,499,499,2020-01-05,5,0.0,8574.613639780451,0.2,Medium,WH-3,Express,Delivered,False,Damaged
502,500,500,2020-01-07,4,61.62881190291967,9130.128242854064,0.2,Medium,WH-3,Overnight,Delivered,False,unkown
503,501,501,2020-01-05,5,314.9826843673384,565.3406410866685,0.05,High,WH-2,Express,Backorder,False,Wrong Item
504,502,502,2020-01-08,2,43.07624787507275,6764.518139778977,0.05,Medium,WH-2,Express,Delivered,False,Damaged
505,503,503,2020-01-04,6,387.37752376097706,9498.033897552354,0.15,High,WH-3,2-Day,Pending,False,unkown
506,504,504,2020-01-09,8,28.409834295464616,8524.326136357131,0.1,Medium,WH-2,Regular,Pending,False,Late
507,505,505,2020-01-07,5,255.1761286456247,7074.480253877576,0.05,Low,WH-3,Express,Backorder,True,Not Specified
508,506,506,2020-01-01,7,0.0,3617.705086577314,0.05,High,WH-3,Overnight,Pending,False,Not Specified
509,507,507,2020-01-05,1,340.0862545627048,6063.082996789819,0.1,Low,WH-2,Overnight,Cancelled,True,Wrong Item
510,508,508,2020-01-08,8,210.7388161542364,1418.125925733647,0.2,Low,WH-3,Regular,Cancelled,True,Damaged
511,509,509,2020-01-05,8,18.88078011240757,0.0,0.0,High,WH-2,Regular,Pending,False,Not Specified
512,510,510,2020-01-04,1,403.29375305293553,5380.224624545396,0.05,Low,WH-1,Express,Delivered,False,Wrong Item
513,511,511,2020-01-02,2,15.956818023919537,4380.328023380584,0.1,Medium,WH-3,Regular,Backorder,False,Wrong Item
514,512,512,2020-01-04,7,220.18272338077068,4261.403648861524,0.0,Critical,WH-2,2-Day,Pending,True,unkown
515,513,513,2020-01-09,6,0.0,2180.521032827847,0.2,Critical,WH-2,Express,Backorder,True,Wrong Item
516,514,514,2020-01-05,9,434.3868604697288,5965.912144726436,0.1,Critical,WH-2,Overnight,Delivered,True,Not Specified
517,515,515,2020-01-08,8,207.7644911571797,0.0,0.2,Low,WH-1,Overnight,Delivered,False,Wrong Item
518,516,516,2020-01-07,6,472.92076680370906,2649.5880850302688,0.2,Low,WH-1,Express,Cancelled,True,Late
519,517,517,2020-01-01,8,325.96797597093376,2756.0462891464463,0.0,Medium,WH-3,Regular,Cancelled,True,Damaged
520,518,518,2020-01-03,1,208.10197615488585,0.0,0.15,High,WH-3,2-Day,Delivered,True,Late
521,519,519,2020-01-07,3,315.08896146334246,3213.4468913413093,0.0,High,WH-1,Overnight,Delivered,True,Damaged
522,520,520,2020-01-09,4,222.40139405026085,1265.8463491112166,0.0,Medium,WH-2,2-Day,Pending,True,Late
523,521,521,2020-01-06,5,141.73822204727483,9224.776649774802,0.0,Medium,WH-1,Regular,Pending,False,Wrong Item
524,522,522,2020-01-01,6,142.4927103284175,8528.648089212329,0.15,Low,WH-2,Express,Delivered,False,Wrong Item
525,523,523,2020-01-07,9,265.51522297352125,2966.8729700289327,0.05,Low,WH-1,Regular,Delivered,False,Late
526,524,524,2020-01-07,5,35.65395989186148,2121.729451468562,0.15,High,WH-2,2-Day,Delivered,True,Not Specified
527,525,525,2020-01-03,4,32.95743517852553,8344.254039826337,0.1,High,WH-1,Regular,Pending,True,Late
528,526,526,2020-01-08,5,0.0,1087.180376547615,0.0,High,WH-2,Express,Delivered,True,unkown
529,527,527,2020-01-08,5,397.8635192697713,4221.553280341643,0.1,Low,WH-1,Regular,Cancelled,False,Late
530,528,528,2020-01-02,3,86.54121865644477,5436.310920128572,0.1,Low,WH-1,Express,Cancelled,False,Late
531,529,529,2020-01-02,9,306.76256576847163,3723.400039440891,0.15,High,WH-2,Regular,Backorder,False,Not Specified
532,530,530,2020-01-03,1,142.99059641889005,2683.353895077375,0.1,Low,WH-3,Regular,Cancelled,False,Late
533,531,531,2020-01-04,5,270.159462421926,8355.156329241156,0.2,High,WH-2,2-Day,Backorder,True,Damaged
534,532,532,2020-01-03,8,301.69860030446966,4173.71704191779,0.15,High,WH-3,2-Day,Cancelled,False,Damaged
535,533,533,2020-01-01,1,89.8873150964796,5669.887293785171,0.2,Low,WH-1,2-Day,Backorder,False,Damaged
536,534,534,2020-01-05,2,123.86831829746345,5955.731963357004,0.1,Critical,WH-2,2-Day,Pending,False,Damaged
537,535,535,2020-01-05,1,490.7477748552885,0.0,0.0,High,WH-3,Regular,Backorder,False,Late
538,536,536,2020-01-05,1,434.71747370794014,8239.374544744896,0.2,High,WH-2,2-Day,Delivered,True,Damaged
539,537,537,2020-01-01,2,388.6766909122653,5404.691342377903,0.1,Medium,WH-1,Regular,Cancelled,False,Late
540,538,538,2020-01-02,5,325.6331185231988,4929.844422928279,0.1,Medium,WH-1,Express,Cancelled,True,Not Specified
541,539,539,2020-01-01,3,314.43330003430896,6594.292571934391,0.05,Critical,WH-3,2-Day,Pending,False,unkown
542,540,540,2020-01-07,4,127.79546731781838,1605.4056090627107,0.0,Low,WH-1,Express,Cancelled,True,Not Specified
543,541,541,2020-01-07,2,209.48217967155756,3372.985357146096,0.2,Critical,WH-3,Overnight,Delivered,False,Wrong Item
544,542,542,2020-01-07,1,0.0,9434.787552354324,0.1,Critical,WH-2,2-Day,Pending,False,Wrong Item
545,543,543,2020-01-07,7,420.3098690873738,9518.09450933336,0.05,Critical,WH-1,Regular,Pending,True,Not Specified
546,544,544,2020-01-02,3,356.47237386068207,8312.621506260866,0.1,Critical,WH-1,Overnight,Cancelled,False,unkown
547,545,545,2020-01-05,5,471.1491981415001,744.0516262593776,0.05,High,WH-1,Regular,Pending,True,Wrong Item
548,546,546,2020-01-02,3,328.2593755566492,9793.096351002305,0.2,Medium,WH-1,Overnight,Cancelled,False,Wrong Item
549,547,547,2020-01-07,4,409.3204669848642,5361.220747589658,0.05,High,WH-3,Express,Backorder,False,Wrong Item
550,548,548,2020-01-01,7,346.63944058658893,8771.355824192418,0.05,Medium,WH-2,Regular,Backorder,False,Late
551,549,549,2020-01-08,7,242.16681591499383,9696.725623781967,0.0,High,WH-2,Overnight,Cancelled,True,Late
552,550,550,2020-01-05,2,396.57691117024353,6891.263836918433,0.05,Low,WH-3,Regular,Pending,False,Wrong Item
553,551,551,2020-01-06,2,180.9220616450449,8136.146459593014,0.0,Low,WH-3,2-Day,Backorder,True,Wrong Item
554,552,552,2020-01-06,1,128.56879385535223,1492.3179219514382,0.0,Medium,WH-3,Regular,Pending,False,Late
555,553,553,2020-01-04,8,0.0,8092.000725495429,0.2,Medium,WH-2,Express,Cancelled,False,Damaged
556,554,554,2020-01-08,5,172.77360622664625,7647.779881885985,0.1,Critical,WH-3,Regular,Cancelled,True,Wrong Item
557,555,555,2020-01-04,9,393.1603888074,8191.9128445259485,0.0,High,WH-1,2-Day,Delivered,False,Damaged
558,556,556,2020-01-05,9,183.9130838297349,0.0,0.0,Low,WH-2,2-Day,Pending,True,Damaged
559,557,557,2020-01-06,4,89.72287446619728,6332.71791008971,0.05,High,WH-2,Regular,Delivered,True,Damaged
560,558,558,2020-01-06,8,141.12041159670602,7632.31166750503,0.05,High,WH-2,Regular,Pending,True,Damaged
561,559,559,2020-01-05,2,120.75420892983986,8950.43345491575,0.15,Medium,WH-3,2-Day,Cancelled,False,Wrong Item
562,560,560,2020-01-09,2,274.1563308406443,1891.144437726753,0.0,Medium,WH-2,Regular,Backorder,True,Not Specified
563,561,561,2020-01-04,2,163.32462316468764,6145.297359431674,0.2,Low,WH-2,Overnight,Delivered,True,Late
564,562,562,2020-01-09,7,163.54047961672015,2163.669831238356,0.2,Critical,WH-3,2-Day,Delivered,True,Not Specified
565,563,563,2020-01-01,8,184.874127833844,1719.095690793263,0.2,Low,WH-2,2-Day,Delivered,True,Late
566,564,564,2020-01-07,3,111.46714651331908,9602.12108473462,0.0,Critical,WH-3,Overnight,Cancelled,False,Not Specified
567,565,565,2020-01-01,2,48.04817398908648,1285.999938372804,0.0,Critical,WH-2,Overnight,Pending,False,Not Specified
568,566,566,2020-01-04,7,238.49178050868332,0.0,0.2,High,WH-3,Overnight,Backorder,False,Not Specified
569,567,567,2020-01-08,7,174.44912259222292,772.1980619877179,0.0,Low,WH-2,2-Day,Cancelled,False,Wrong Item
570,568,568,2020-01-08,5,205.52730564479305,5046.019514235464,0.0,Low,WH-2,Express,Backorder,False,Wrong Item
571,569,569,2020-01-08,2,117.58142238260297,1040.3732788876423,0.05,High,WH-1,Overnight,Backorder,True,Not Specified
572,570,570,2020-01-09,1,413.2620644704661,0.0,0.1,Critical,WH-3,Regular,Cancelled,True,Wrong Item
573,571,571,2020-01-03,3,349.1160870419408,0.0,0.0,Medium,WH-1,Regular,Backorder,False,Damaged
574,572,572,2020-01-08,4,404.49425606287474,3083.5683142828875,0.0,High,WH-1,Overnight,Backorder,True,Not Specified
575,573,573,2020-01-08,7,211.48384381734712,1229.2015879430112,0.0,Critical,WH-2,Express,Cancelled,True,unkown
576,574,574,2020-01-08,1,67.42991378331438,5306.350716035805,0.05,Low,WH-2,Overnight,Pending,False,Late
577,575,575,2020-01-04,3,392.8477093161795,2518.2491333569933,0.05,Medium,WH-3,Express,Cancelled,True,Wrong Item
578,576,576,2020-01-06,4,0.0,5181.786053061834,0.1,Low,WH-1,Regular,Delivered,True,Late
579,577,577,2020-01-07,8,0.0,7521.136271424039,0.05,High,WH-2,2-Day,Cancelled,False,Not Specified
580,578,578,2020-01-09,7,305.78222827409377,8274.614035405584,0.2,High,WH-1,Regular,Backorder,False,Damaged
581,579,579,2020-01-09,4,336.7552217397725,918.6256849186232,0.05,High,WH-3,2-Day,Backorder,False,Not Specified
582,580,580,2020-01-04,2,255.05524851754723,2883.3514489616523,0.1,Low,WH-1,Express,Delivered,False,unkown
583,581,581,2020-01-05,3,272.6081886375379,3899.206868688134,0.2,Low,WH-2,Overnight,Pending,False,Late
584,582,582,2020-01-04,2,366.2578131915412,3411.11181568203,0.05,Medium,WH-2,Overnight,Delivered,False,Not Specified
585,583,583,2020-01-08,7,128.5465233546095,1697.0192647079457,0.1,Medium,WH-1,Overnight,Cancelled,False,Not Specified
586,584,584,2020-01-01,5,360.06784039490867,4234.48712181431,0.0,High,WH-2,2-Day,Pending,True,Wrong Item
587,585,585,2020-01-05,3,295.6337678340889,8569.740859144487,0.15,Medium,WH-1,2-Day,Delivered,False,Damaged
588,586,586,2020-01-05,5,405.26587598314006,7000.985364790775,0.1,Low,WH-1,Regular,Delivered,True,Wrong Item
589,587,587,2020-01-09,8,276.8035099608939,2615.422751669307,0.05,High,WH-3,2-Day,Pending,True,unkown
590,588,588,2020-01-06,1,196.45367783624832,9751.10392689292,0.05,Medium,WH-3,Regular,Pending,False,Not Specified
591,589,589,2020-01-04,5,419.5547046761528,4330.5010152463165,0.0,Critical,WH-1,Regular,Backorder,False,Late
592,590,590,2020-01-04,6,253.1667889123572,4278.00193711402,0.2,Critical,WH-3,2-Day,Cancelled,False,Late
593,591,591,2020-01-09,3,442.62826009417387,0.0,0.05,Low,WH-2,Regular,Cancelled,False,Damaged
594,592,592,2020-01-03,6,179.21755659999505,4232.5035344852,0.05,Critical,WH-2,2-Day,Cancelled,False,Not Specified
595,593,593,2020-01-02,3,148.4114889213018,8412.832297955167,0.2,Critical,WH-2,Overnight,Cancelled,True,Not Specified
596,594,594,2020-01-07,9,0.0,9072.83112305141,0.1,Low,WH-1,Express,Cancelled,True,unkown
597,595,595,2020-01-09,9,454.8704089520135,9413.999422187502,0.1,Low,WH-3,2-Day,Cancelled,False,Late
598,596,596,2020-01-05,1,232.629257303151,7908.298398095647,0.15,High,WH-1,Regular,Pending,False,Late
599,597,597,2020-01-01,7,392.509541538523,4463.3374763634765,0.15,Critical,WH-3,Express,Pending,True,Not Specified
600,598,598,2020-01-02,6,150.85621579965257,5783.81157998511,0.2,High,WH-2,Regular,Delivered,True,Wrong Item
601,599,599,2020-01-04,2,191.76109399730493,9908.15688603966,0.05,Critical,WH-1,2-Day,Pending,True,Not Specified
602,600,600,2020-01-02,4,32.00653650785177,1627.115774545013,0.1,Low,WH-1,Express,Backorder,False,Damaged
603,601,601,2020-01-03,2,14.43653917438178,978.9593492209874,0.0,High,WH-3,Overnight,Delivered,False,Not Specified
604,602,602,2020-01-03,8,476.5886749918214,2123.895822998059,0.15,Medium,WH-3,Regular,Backorder,True,Damaged
605,603,603,2020-01-01,5,405.2798246504222,6233.523661760649,0.2,Low,WH-3,Overnight,Backorder,True,Late
606,604,604,2020-01-01,1,359.47137280848267,7383.683725052475,0.05,Low,WH-2,Overnight,Backorder,False,Wrong Item
607,605,605,2020-01-09,2,339.5056440322641,0.0,0.2,High,WH-3,Overnight,Backorder,True,Late
608,606,606,2020-01-03,9,345.7158118384972,3404.5675957492654,0.1,Critical,WH-1,2-Day,Cancelled,False,Wrong Item
609,607,607,2020-01-09,5,261.78868746131616,6786.327485117588,0.1,Low,WH-2,2-Day,Cancelled,False,Late
610,608,608,2020-01-08,5,0.0,2414.5195910599723,0.05,High,WH-1,Regular,Backorder,False,Wrong Item
611,609,609,2020-01-05,1,192.15225450410185,0.0,0.1,Low,WH-3,Overnight,Delivered,False,unkown
612,610,610,2020-01-04,3,15.93052722029264,8323.74615281228,0.15,High,WH-2,Express,Delivered,False,Damaged
613,611,611,2020-01-03,4,47.04646990220788,5989.965570593839,0.1,Critical,WH-1,2-Day,Delivered,False,Late
614,612,612,2020-01-09,5,107.50614809012404,6877.072839676759,0.1,High,WH-1,Regular,Delivered,True,Damaged
615,613,613,2020-01-06,9,107.6424648687324,6208.6640537613175,0.05,Medium,WH-2,Regular,Backorder,True,Damaged
616,614,614,2020-01-05,3,258.459226901972,0.0,0.15,High,WH-1,Regular,Cancelled,False,Wrong Item
617,615,615,2020-01-09,7,84.28158665204869,7449.216408409821,0.05,High,WH-2,Regular,Cancelled,False,Late
618,616,616,2020-01-04,1,86.67359084176428,8350.237704026775,0.0,Low,WH-2,2-Day,Backorder,False,unkown
619,617,617,2020-01-06,8,272.4717336803135,5035.45380006336,0.2,Low,WH-2,Overnight,Cancelled,False,Wrong Item
620,618,618,2020-01-08,6,152.12231066159407,5534.435575837213,0.0,High,WH-2,2-Day,Backorder,False,Damaged
621,619,619,2020-01-06,1,335.46749864459446,6035.787268774475,0.0,Low,WH-1,Regular,Pending,True,unkown
622,620,620,2020-01-09,8,320.8382075471268,8154.28799384807,0.05,Low,WH-2,Overnight,Cancelled,False,Damaged
623,621,621,2020-01-02,4,202.438064202994,6362.506472072235,0.1,Medium,WH-1,Regular,Cancelled,True,Damaged
624,622,622,2020-01-07,7,242.38496027870727,0.0,0.1,Medium,WH-2,Regular,Cancelled,True,Not Specified
625,623,623,2020-01-07,1,350.35175935410984,8749.890477495874,0.15,Low,WH-1,Regular,Pending,True,Damaged
626,624,624,2020-01-05,3,445.4429493300453,8463.189000277105,0.0,Low,WH-3,2-Day,Pending,False,unkown
627,625,625,2020-01-09,5,470.9844150465229,9375.889084591156,0.0,Critical,WH-1,Express,Delivered,False,Wrong Item
628,626,626,2020-01-08,3,131.19675475135085,7074.106931493219,0.0,Medium,WH-1,2-Day,Delivered,False,Not Specified
629,627,627,2020-01-03,5,128.33327777586524,4130.325010909408,0.1,Critical,WH-3,Regular,Backorder,True,Late
630,628,628,2020-01-09,4,95.8586683318554,8419.618099514137,0.0,Low,WH-3,Overnight,Pending,False,Wrong Item
631,629,629,2020-01-02,8,410.22193858776166,7941.330838082453,0.15,Low,WH-1,Regular,Cancelled,False,Not Specified
632,630,630,2020-01-03,7,305.71161706125554,5149.229105362593,0.0,Critical,WH-1,Regular,Pending,False,Late
633,631,631,2020-01-01,8,382.8171521560831,4136.448953828885,0.0,Low,WH-2,Regular,Backorder,False,Wrong Item
634,632,632,2020-01-01,3,269.53326473335375,6162.778574763907,0.05,High,WH-3,Express,Backorder,True,Wrong Item
635,633,633,2020-01-08,7,60.23282239257248,657.6285660096798,0.1,Low,WH-2,2-Day,Pending,True,Not Specified
636,634,634,2020-01-08,4,10.065999572197809,2577.743103074041,0.1,Low,WH-1,Overnight,Backorder,True,Late
637,635,635,2020-01-08,3,0.0,9723.932371243876,0.0,High,WH-2,Express,Cancelled,True,Wrong Item
638,636,636,2020-01-06,9,326.7647834025859,3729.7327060358575,0.0,Critical,WH-3,Regular,Pending,False,Not Specified
639,637,637,2020-01-07,9,214.0871716329007,2442.259538410594,0.15,Critical,WH-2,Overnight,Cancelled,False,Wrong Item
640,638,638,2020-01-04,5,0.0,2762.393209824115,0.1,Low,WH-1,Express,Delivered,False,Late
641,639,639,2020-01-07,9,378.3560262739618,9530.061799066883,0.05,Critical,WH-3,Express,Backorder,False,Late
642,640,640,2020-01-07,9,448.1062082412929,4254.963496596,0.05,High,WH-3,Regular,Delivered,True,Late
643,641,641,2020-01-08,5,284.73236452008547,1083.7397562424812,0.15,Critical,WH-2,Overnight,Delivered,False,Damaged
644,642,642,2020-01-04,6,163.77513602996362,8346.356931225153,0.1,Critical,WH-2,Regular,Cancelled,True,Late
645,643,643,2020-01-02,1,458.1288452857939,5707.37942591621,0.0,Critical,WH-1,Regular,Cancelled,False,Wrong Item
646,644,644,2020-01-09,3,130.2226339414434,3906.9050285591184,0.2,Critical,WH-3,Regular,Delivered,True,Late
647,645,645,2020-01-07,2,297.0737463422244,4364.645609041374,0.1,High,WH-3,Express,Backorder,True,Wrong Item
648,646,646,2020-01-02,3,297.5988882138645,8076.383430316616,0.0,Low,WH-1,2-Day,Pending,True,Wrong Item
649,647,647,2020-01-04,5,89.06777251713801,6329.560078399146,0.1,Critical,WH-1,2-Day,Backorder,False,Damaged
650,648,648,2020-01-01,5,471.429073462435,8731.020243627152,0.1,High,WH-1,Regular,Backorder,True,Damaged
651,649,649,2020-01-03,3,476.2006070772978,1627.7364073365588,0.05,Critical,WH-1,2-Day,Cancelled,True,Wrong Item
652,650,650,2020-01-02,9,451.9506964070835,0.0,0.0,Medium,WH-1,2-Day,Backorder,False,Late
653,651,651,2020-01-02,4,0.0,8488.632748827618,0.0,Low,WH-3,Regular,Pending,False,Not Specified
654,652,652,2020-01-05,3,331.810471102533,7905.408663528603,0.15,Critical,WH-3,Express,Cancelled,False,Not Specified
655,653,653,2020-01-02,3,381.9125884357462,1452.332855367328,0.0,Low,WH-1,2-Day,Backorder,True,Not Specified
656,654,654,2020-01-01,6,73.739528216184,0.0,0.15,Low,WH-3,Express,Backorder,False,Wrong Item
657,655,655,2020-01-08,2,42.56702963037334,0.0,0.2,High,WH-3,Overnight,Cancelled,False,Not Specified
658,656,656,2020-01-07,3,0.0,6886.381529294849,0.2,Critical,WH-2,2-Day,Delivered,True,Wrong Item
659,657,657,2020-01-05,1,478.0064515729337,6427.985612525333,0.15,Critical,WH-2,Express,Backorder,True,Damaged
660,658,658,2020-01-07,3,400.1583107652706,1066.0774248548653,0.05,High,WH-3,Express,Backorder,False,Late
661,659,659,2020-01-08,9,356.2486362405677,3581.129084839421,0.1,Medium,WH-1,Regular,Pending,False,Wrong Item
662,660,660,2020-01-03,7,91.2173921118764,5882.749959601898,0.1,Critical,WH-3,2-Day,Delivered,False,Damaged
663,661,661,2020-01-02,8,179.14418216216316,7065.030221022987,0.0,Medium,WH-3,2-Day,Backorder,False,Wrong Item
664,662,662,2020-01-06,7,115.05917666665064,7289.8289182693425,0.0,Critical,WH-2,Express,Delivered,True,Late
665,663,663,2020-01-08,6,144.8912245914115,4326.025105094892,0.1,Medium,WH-1,Regular,Delivered,False,Not Specified
666,664,664,2020-01-04,5,310.66601597635463,3755.128891963954,0.1,High,WH-1,2-Day,Cancelled,True,Damaged
667,665,665,2020-01-07,6,243.6810521693053,0.0,0.1,Low,WH-2,Regular,Pending,False,Damaged
668,666,666,2020-01-02,9,340.2697603388084,6957.12355991678,0.2,Critical,WH-2,2-Day,Pending,True,Damaged
669,667,667,2020-01-06,7,393.0936930390184,4946.656015225756,0.05,Medium,WH-2,Regular,Delivered,False,Not Specified
670,668,668,2020-01-07,3,410.3172145632,6443.97816648285,0.1,Medium,WH-1,Regular,Delivered,False,Damaged
671,669,669,2020-01-09,1,144.60486937346707,9072.923816217984,0.1,High,WH-1,Regular,Backorder,False,Late
672,670,670,2020-01-08,4,408.9215859396693,3605.939731198415,0.2,Critical,WH-2,Express,Delivered,True,Late
673,671,671,2020-01-04,6,296.01965798836835,5072.140536582751,0.0,Critical,WH-2,Regular,Pending,False,unkown
674,672,672,2020-01-08,4,253.3807571807938,5750.291543879108,0.2,Low,WH-3,Regular,Delivered,False,Wrong Item
675,673,673,2020-01-03,4,45.80996539323735,0.0,0.0,Medium,WH-3,2-Day,Cancelled,False,Not Specified
676,674,674,2020-01-04,8,147.69220446526967,6838.51720334472,0.0,Critical,WH-1,Overnight,Delivered,True,unkown
677,675,675,2020-01-05,5,469.60296340260817,4369.972480021907,0.15,Critical,WH-1,2-Day,Cancelled,False,Wrong Item
678,676,676,2020-01-07,2,0.0,5995.678828178636,0.1,Low,WH-2,Overnight,Backorder,False,Not Specified
679,677,677,2020-01-03,4,459.9371524709642,9415.580503034467,0.0,Low,WH-2,Express,Cancelled,True,Not Specified
680,678,678,2020-01-02,7,195.75608384924877,2750.8665866131623,0.0,High,WH-2,2-Day,Backorder,True,unkown
681,679,679,2020-01-07,4,68.06628556309425,8324.424302115247,0.15,Low,WH-1,Regular,Delivered,True,Late
682,680,680,2020-01-01,3,333.1602766339774,2255.964780496737,0.2,Critical,WH-2,Overnight,Delivered,True,Damaged
683,681,681,2020-01-07,3,376.6943682962125,0.0,0.05,Medium,WH-1,Regular,Pending,True,Damaged
684,682,682,2020-01-01,3,0.0,1275.1878400459643,0.0,High,WH-2,Regular,Cancelled,False,Wrong Item
685,683,683,2020-01-08,4,183.59295033643568,0.0,0.15,High,WH-2,Overnight,Delivered,False,Late
686,684,684,2020-01-06,6,122.0516220057683,3944.318067311398,0.05,Critical,WH-3,2-Day,Delivered,True,Wrong Item
687,685,685,2020-01-07,4,481.756491624071,7661.746785744173,0.0,Critical,WH-2,Overnight,Pending,False,Not Specified
688,686,686,2020-01-04,1,479.2146973910705,3742.5271365254953,0.0,Medium,WH-2,Regular,Pending,True,unkown
689,687,687,2020-01-01,4,367.142106712274,4933.584648401879,0.2,High,WH-3,Regular,Delivered,False,Damaged
690,688,688,2020-01-09,7,59.92727015234663,1326.663573876493,0.0,Low,WH-1,Regular,Backorder,False,Damaged
691,689,689,2020-01-03,2,255.1965613979986,4584.859534150068,0.15,Medium,WH-2,Express,Backorder,False,Wrong Item
692,690,690,2020-01-01,4,266.0625336750051,3099.5839696773305,0.05,Low,WH-2,Express,Cancelled,True,Late
693,691,691,2020-01-06,4,169.0107820859176,1261.0044027912213,0.0,High,WH-3,Overnight,Cancelled,True,Late
694,692,692,2020-01-05,8,382.05332839005206,9173.893935453632,0.15,Low,WH-1,Regular,Pending,False,Damaged
695,693,693,2020-01-09,2,92.07063365611278,8196.530354617174,0.0,Critical,WH-2,Regular,Backorder,True,Damaged
696,694,694,2020-01-04,3,475.9550113062487,4373.606997525956,0.05,Low,WH-2,Express,Delivered,False,Wrong Item
697,695,695,2020-01-01,5,0.0,5926.974464402425,0.1,Medium,WH-2,Overnight,Delivered,False,Wrong Item
698,696,696,2020-01-03,5,93.16693000269235,0.0,0.0,High,WH-2,Regular,Delivered,True,Wrong Item
699,697,697,2020-01-09,4,0.0,0.0,0.05,Medium,WH-3,Regular,Pending,False,Late
700,698,698,2020-01-02,7,75.57589786984964,6785.838966477296,0.0,Low,WH-3,2-Day,Backorder,True,Late
701,699,699,2020-01-09,8,232.83452785080397,4490.1045408087975,0.15,High,WH-2,Regular,Cancelled,False,Damaged
702,700,700,2020-01-04,1,330.5250411436581,2555.1613874928566,0.1,High,WH-1,2-Day,Delivered,True,Wrong Item
